NAZIV_NAS;OPCINA;ZUPANIJA;SJEDISTE;BR_ST_01;ID_DZS;POST_BROJ;EASTING;NORTHING
Klimno;Dobrinj;Primorsko-goranska;;120;28860;51514;2352660.002;5001762.448
Sužan;Dobrinj;Primorsko-goranska;;75;61751;51514;2349492.632;5001485.061
Bater;Novi Vinodolski;Primorsko-goranska;;115;1562;51251;2370369.179;5001115.789
Ivanje;Cres;Primorsko-goranska;;3;24937;51559;2329077.547;5001883.294
Soline;Dobrinj;Primorsko-goranska;;48;58912;51514;2351631.5;5001142.5
Šilo;Dobrinj;Primorsko-goranska;;359;63207;51515;2355898.75;5000774.5
Županje;Dobrinj;Primorsko-goranska;;31;74675;51515;2353346.998;5000343.393
Polje;Dobrinj;Primorsko-goranska;;282;50393;51515;2354369.693;4999698.732
Ledenice;Novi Vinodolski;Primorsko-goranska;;171;34606;51251;2370015.75;4999571.561
Donji Zagon;Novi Vinodolski;Primorsko-goranska;;143;14168;51251;2368381.472;4999508.225
Važminec;Cres;Primorsko-goranska;;0;67300;51559;2330721.463;5000387.161
Tribulje;Dobrinj;Primorsko-goranska;;53;65587;51514;2349813.285;5000043.55
Hlapa;Dobrinj;Primorsko-goranska;;62;23396;51514;2352700.25;4999770.5
Novi Vinodolski;Novi Vinodolski;Primorsko-goranska;Grada;4016;43966;51250;2365686.217;4998615.509
Klanice;Dobrinj;Primorsko-goranska;;42;28673;51514;2350128.5;4999724
Malinska;Malinska-Dubašnica;Primorsko-goranska;Opæine;595;38784;51511;2345352.5;4998739.5
Crno;Novi Vinodolski;Primorsko-goranska;;1;8630;51251;2372509.515;4999095.316
Dobrinj;Dobrinj;Primorsko-goranska;Opæine;118;11223;51514;2351405.268;4998902.387
Sršiæi;Malinska-Dubašnica;Primorsko-goranska;;0;59625;51511;2347558.713;4999197.201
Žestilac;Dobrinj;Primorsko-goranska;;4;74187;51515;2353747.403;4998943.338
Sveti Vid-Miholjice;Malinska-Dubašnica;Primorsko-goranska;;249;62294;51511;2346496.75;4998979.5
Sveti Vid Dobrinjski;Dobrinj;Primorsko-goranska;;79;62286;51514;2352307.983;4998774.158
Sveti Ivan Dobrinjski;Dobrinj;Primorsko-goranska;;35;62065;51514;2349870.979;4998562.642
Rasopasno;Dobrinj;Primorsko-goranska;;88;54160;51511;2348296.616;4998453.035
Gostinjac;Dobrinj;Primorsko-goranska;;74;21504;51514;2353138.028;4998144.747
Bogoviæi;Malinska-Dubašnica;Primorsko-goranska;;136;3824;51511;2345394.75;4998035.5
Maršiæi;Malinska-Dubašnica;Primorsko-goranska;;10;39608;51511;2346943.068;4998489.488
Porat;Malinska-Dubašnica;Primorsko-goranska;;135;50814;51511;2342561.926;4998382.815
Milèetiæi;Malinska-Dubašnica;Primorsko-goranska;;240;41041;51511;2344692.5;4997947.5
Povile;Novi Vinodolski;Primorsko-goranska;;202;51128;51250;2368219.25;4997261
Vantaèiæi;Malinska-Dubašnica;Primorsko-goranska;;161;67164;51511;2343273.75;4997720.5
Zidariæi;Malinska-Dubašnica;Primorsko-goranska;;68;73318;51511;2344348.75;4997622
Kremeniæi;Malinska-Dubašnica;Primorsko-goranska;;53;32018;51511;2346155;4997745.5
Beli;Cres;Primorsko-goranska;;37;2160;51559;2331426.183;4997820.588
Filoziæi;Cres;Primorsko-goranska;;4;16799;51557;2326947.25;4997806.5
Žgombiæi;Malinska-Dubašnica;Primorsko-goranska;;59;74217;51511;2345937.788;4996901.995
Dolovo;Dobrinj;Primorsko-goranska;;0;11541;51514;2351851.205;4997305.395
Gabonjin;Dobrinj;Primorsko-goranska;;184;17167;51511;2348310.75;4997156
Kras;Dobrinj;Primorsko-goranska;;185;31798;51514;2351074.573;4997152.171
Krmpotske Vodice;Novi Vinodolski;Primorsko-goranska;;0;32557;51252;2380853.75;4996593
Turèiæ;Malinska-Dubašnica;Primorsko-goranska;;17;66362;51511;2344025.75;4997204.5
Luka Krmpotska;Novi Vinodolski;Primorsko-goranska;;2;36617;51252;2374874.478;4996381.524
Oštrobradiæ;Malinska-Dubašnica;Primorsko-goranska;;90;46043;51511;2345965.97;4996660.324
Milovèiæi;Malinska-Dubašnica;Primorsko-goranska;;73;41157;51511;2345406.504;4996890.443
Risika;Vrbnik;Primorsko-goranska;;145;55301;51516;2354469.347;4996327.816
Ljutiæi;Malinska-Dubašnica;Primorsko-goranska;;14;37257;51511;2345554.68;4996329.748
Klenovica;Novi Vinodolski;Primorsko-goranska;;323;28789;51252;2370131.25;4995579.5
Sveti Anton;Malinska-Dubašnica;Primorsko-goranska;;109;61921;51511;2344713.931;4996424.165
Barušiæi;Malinska-Dubašnica;Primorsko-goranska;;21;1422;51511;2345944;4996226.5
Sveti Ivan;Malinska-Dubašnica;Primorsko-goranska;;49;62006;51511;2345237;4995996.5
Sabljiæi;Malinska-Dubašnica;Primorsko-goranska;;13;56243;51511;2344191;4995844.5
Dragozetiæi;Cres;Primorsko-goranska;;19;14630;51557;2327925.391;4996183.387
Podmelnik;Novi Vinodolski;Primorsko-goranska;;0;49425;51252;2373989.25;4995282
Javorje;Novi Vinodolski;Primorsko-goranska;;3;25984;51252;2375569.75;4995172.5
Drinak;Novi Vinodolski;Primorsko-goranska;;10;15024;51252;2372393;4994818
Sveti Petar;Cres;Primorsko-goranska;;11;47643;51559;2331454;4995363
Strilèiæi;Malinska-Dubašnica;Primorsko-goranska;;10;60887;51511;2344690.25;4995102.5
Garica;Vrbnik;Primorsko-goranska;;144;17558;51516;2351937.25;4994433
Zabukovac;Novi Vinodolski;Primorsko-goranska;;0;71943;51252;2376269.75;4993961.5
Jakov Polje;Novi Vinodolski;Primorsko-goranska;;26;25283;51252;2372180.627;4993754.887
Poljica;Krk;Primorsko-goranska;;62;50466;51511;2342288.25;4994374
Smokvica Krmpotska;Novi Vinodolski;Primorsko-goranska;;49;58637;51252;2370722.25;4993838
Ruševo Krmpotsko;Novi Vinodolski;Primorsko-goranska;;5;56120;51252;2375327.25;4993590
Milohniæi;Krk;Primorsko-goranska;;80;41114;51511;2339634.772;4993931.314
Nenadiæi;Krk;Primorsko-goranska;;124;42951;51511;2342813.664;4993423.405
Brzac;Krk;Primorsko-goranska;;138;6564;51511;2338808.5;4993768
Bajèiæi;Krk;Primorsko-goranska;;129;680;51511;2343228.615;4993257.189
Vrbnik;Vrbnik;Primorsko-goranska;Opæine;936;70637;51516;2356670.327;4992930.114
Bile;Novi Vinodolski;Primorsko-goranska;;8;2852;51252;2373709.75;4992404.5
Linardiæi;Krk;Primorsko-goranska;;104;35262;51511;2340205.26;4993124.763
Kampelje;Vrbnik;Primorsko-goranska;;6;27405;51516;2352172.25;4992113
Žgaljiæi;Krk;Primorsko-goranska;;38;74209;51511;2341843.935;4991981.384
Brusiæi;Krk;Primorsko-goranska;;47;6505;51511;2343407.25;4991826.5
Lakmartin;Krk;Primorsko-goranska;;21;34193;51517;2349848.75;4990600
Vrh;Krk;Primorsko-goranska;;743;70858;51500;2345121.225;4990447.1
Skrbèiæi;Krk;Primorsko-goranska;;145;57916;51500;2342328.357;4990341.63
Muraj;Krk;Primorsko-goranska;;11;42463;51517;2350794.75;4990395
Korniæ;Krk;Primorsko-goranska;;313;30511;51517;2351740.25;4989897
Pineziæi;Krk;Primorsko-goranska;;134;48062;51500;2341315.276;4990045.267
Sibinj Krmpotski;Novi Vinodolski;Primorsko-goranska;;55;57487;51252;2372634;4989198.5
Predošæica;Cres;Primorsko-goranska;;4;51420;51557;2332745.75;4989820.5
Krk;Krk;Primorsko-goranska;Grada;3326;32476;51500;2348538.896;4987971.457
Punat;Punat;Primorsko-goranska;Opæine;1758;52841;51521;2353168;4986957
Vodice;Cres;Primorsko-goranska;;12;69876;51557;2334585;4986019.5
Draga Bašæanska;Baška;Primorsko-goranska;;265;14338;51522;2359715.777;4983976.59
Jurandvor;Baška;Primorsko-goranska;;243;26646;51523;2361175.193;4982088.777
Merag;Cres;Primorsko-goranska;;3;40495;51557;2338273.798;4982421.291
Batomalj;Baška;Primorsko-goranska;;114;1686;51523;2360658.648;4981555.516
Baška;Baška;Primorsko-goranska;Opæine;878;1490;51523;2362665.807;4981137.46
Cres;Cres;Primorsko-goranska;Grada;2318;8354;51557;2335470.25;4980714.5
Stara Baška;Punat;Primorsko-goranska;;95;59838;51521;2357539;4979823.5
Loznati;Cres;Primorsko-goranska;;29;36269;51557;2337593.77;4976377.69
Pernat;Cres;Primorsko-goranska;;13;47490;51557;2329225.504;4976194.69
Valun;Cres;Primorsko-goranska;;62;67148;51557;2331366.25;4974677
Zbièina;Cres;Primorsko-goranska;;13;72966;51557;2330459;4974167
Lubenice;Cres;Primorsko-goranska;;24;36323;51557;2329228.879;4972708.425
Orlec;Cres;Primorsko-goranska;;124;45560;51557;2336485.411;4971863.39
Mali Podol;Cres;Primorsko-goranska;;4;38598;51557;2331234.761;4971672.778
Zbišina;Cres;Primorsko-goranska;;3;72974;51557;2334361;4970544.5
Staniæ;Cres;Primorsko-goranska;;0;59706;51557;2334996.75;4967533.5
Vrana;Cres;Primorsko-goranska;;16;70203;51557;2335445.853;4967033.182
Vidoviæi;Cres;Primorsko-goranska;;13;68993;51556;2330440.306;4966831.283
Lopar;Rab;Primorsko-goranska;;1159;35955;51281;2360603.954;4965589.247
Grmov;Cres;Primorsko-goranska;;2;22748;51556;2332784.75;4965616.5
Martinšæica;Cres;Primorsko-goranska;;155;39799;51556;2330317.553;4965136.513
Miholašæica;Cres;Primorsko-goranska;;23;40754;51556;2331951.5;4963305
Supetarska Draga;Rab;Primorsko-goranska;;1140;61581;51280;2360023.75;4961873.5
Stivan;Cres;Primorsko-goranska;;34;64114;51555;2332777.5;4961858
Belej;Mali Lošinj;Primorsko-goranska;;64;2135;51555;2336141;4960368.5
Kampor;Rab;Primorsko-goranska;;1279;27413;51280;2359837.891;4959934.088
Mundanije;Rab;Primorsko-goranska;;512;42374;51280;2363025.955;4958863.389
Palit;Rab;Primorsko-goranska;;1554;46612;51280;2362490.857;4958042.492
Rab;Rab;Primorsko-goranska;Grada;544;53147;51280;2362660.75;4957423.5
Banjol;Rab;Primorsko-goranska;;1944;1074;51280;2364762.753;4956303.109
Ustrine;Mali Lošinj;Primorsko-goranska;;27;66877;51555;2334518.58;4956694.741
Barbat na Rabu;Rab;Primorsko-goranska;;1171;1198;51280;2365855.11;4955025.822
Osor;Mali Lošinj;Primorsko-goranska;;67;45802;51542;2333626.596;4951179.137
Nerezine;Mali Lošinj;Primorsko-goranska;;371;42978;51554;2333456.189;4947160.701
Sveti Jakov;Mali Lošinj;Primorsko-goranska;;36;25275;51554;2333186.155;4945101.734
Unije;Mali Lošinj;Primorsko-goranska;;92;66834;51562;2321956.727;4945044.174
Punta Križa;Mali Lošinj;Primorsko-goranska;;63;52876;51563;2341260.189;4944646.366
Æunski;Mali Lošinj;Primorsko-goranska;;142;10103;51564;2334457.204;4939389.008
Vele Srakane;Mali Lošinj;Primorsko-goranska;;8;67431;51550;2326988.75;4938211.5
Male Srakane;Mali Lošinj;Primorsko-goranska;;2;38199;51550;2327937.25;4936936
Mali Lošinj;Mali Lošinj;Primorsko-goranska;Grada;6246;38466;51550;2339232.529;4932790.703
Veli Lošinj;Mali Lošinj;Primorsko-goranska;;941;67539;51551;2341632.07;4931454.461
Susak;Mali Lošinj;Primorsko-goranska;;189;61590;51561;2326037.75;4930706.5
Ilovik;Mali Lošinj;Primorsko-goranska;;104;24449;51552;2344905.25;4925035.5
Novo Zveèevo;Brestovac;Požeško-slavonska;;16;44377;34320;2579584.5;5044051
Badljevina;Pakrac;Požeško-slavonska;;837;612;34552;2554510.75;5040224
Ribnjaci;Lipik;Požeško-slavonska;;50;55085;34543;2534933.25;5040765.5
Marino Selo;Lipik;Požeško-slavonska;;367;39357;34543;2536660.165;5038691.789
Donji Grahovljani;Pakrac;Požeško-slavonska;;26;13331;34550;2559831.05;5039071.151
Kapetanovo Polje;Pakrac;Požeško-slavonska;;53;27669;34552;2547560.989;5039037.972
Brekinska;Lipik;Požeško-slavonska;;156;5134;34543;2544521.825;5038814.051
Donja Obrijež;Pakrac;Požeško-slavonska;;262;12092;34552;2550171.684;5038488.901
Srednji Grahovljani;Pakrac;Požeško-slavonska;;0;59463;34550;2561540.68;5038753.176
Antunovac;Lipik;Požeško-slavonska;;422;256;34543;2538972.824;5038053.252
Ploštine;Pakrac;Požeško-slavonska;;197;48682;34552;2548868.432;5038519.928
Kamenski Vuèjak;Brestovac;Požeško-slavonska;;0;27367;34320;2581038.25;5037650.5
Dereza;Pakrac;Požeško-slavonska;;0;10685;34552;2556523.327;5038034.73
Veliki Banovac;Pakrac;Požeško-slavonska;;165;68136;34552;2551629.682;5037722.151
Omanovac;Pakrac;Požeško-slavonska;;181;45039;34552;2553906.918;5037849.636
Mrkoplje;Brestovac;Požeško-slavonska;;0;42269;34320;2579689.257;5037395.831
Koturiæ;Pakrac;Požeško-slavonska;;0;31089;34553;2573467.605;5036951.964
Strižièevac;Lipik;Požeško-slavonska;;28;60917;34543;2545605.75;5037318.5
Branešci;Pakrac;Požeško-slavonska;;12;4588;34553;2566480.568;5037216.42
Veliki Budiæi;Pakrac;Požeško-slavonska;;0;68209;34553;2571876;5036867
Gornji Grahovljani;Pakrac;Požeško-slavonska;;2;20524;34550;2564248.57;5036956.375
Mali Budiæi;Pakrac;Požeško-slavonska;;0;38296;34553;2571045.247;5036945.888
Šušnjari;Brestovac;Požeško-slavonska;;0;64386;34320;2581676.833;5036629.14
Mihajlije;Brestovac;Požeško-slavonska;;0;40649;34320;2578964.261;5036575.553
Popovci;Pakrac;Požeško-slavonska;;1;50733;34553;2572621;5036426
Toranj;Pakrac;Požeško-slavonska;;73;65234;34543;2548122.75;5036897
Gornji Vrhovci;Velika;Požeško-slavonska;;0;21300;34330;2584013.5;5036164
Gornja Obrijež;Pakrac;Požeško-slavonska;;61;19267;34552;2552935.741;5036687.142
Kruševo;Brestovac;Požeško-slavonska;;0;32875;34320;2581228.75;5036221.5
Ožegovci;Pakrac;Požeško-slavonska;;11;46361;34553;2569744;5036176
Gaj;Lipik;Požeško-slavonska;;353;17272;34543;2541640.881;5036318.954
Velika;Velika;Požeško-slavonska;Opæine;2211;67601;34330;2590884.095;5034944.599
Striježevica;Brestovac;Požeško-slavonska;;0;60879;34320;2579009.75;5035498
Bogdašiæ;Brestovac;Požeško-slavonska;;0;3794;34320;2579934.397;5035366.682
Poljana;Lipik;Požeško-slavonska;;635;50148;34543;2538007.25;5035289
Španovica;Pakrac;Požeško-slavonska;;19;63886;34550;2563328.339;5035765.853
Mali Banovac;Pakrac;Požeško-slavonska;;22;38237;34550;2550677.029;5035675.919
Dragoviæ;Pakrac;Požeško-slavonska;;49;14613;34550;2560504.836;5035489.576
Buèje;Pakrac;Požeško-slavonska;;0;6637;34553;2570677.956;5035109.611
Stari Majur;Pakrac;Požeško-slavonska;;35;60224;34550;2552803.572;5035387.407
Donja Šumetlica;Pakrac;Požeško-slavonska;;0;12335;34550;2563496;5034691.5
Sažije;Brestovac;Požeško-slavonska;;0;56693;34320;2577396.85;5034413.939
Kantrovci;Velika;Požeško-slavonska;;0;27499;34330;2586186.25;5034167.5
Glavica;Pakrac;Požeško-slavonska;;0;17825;34553;2572685.826;5033911.589
Kusonje;Pakrac;Požeško-slavonska;;183;33740;34550;2557358.945;5034309.514
Doljanci;Velika;Požeško-slavonska;;88;11576;34330;2587205.25;5033738
Novi Majur;Pakrac;Požeško-slavonska;;106;43869;34550;2553115.27;5034474.941
Amatovci;Brestovac;Požeško-slavonska;;0;116;34320;2579227.25;5033895
Stražeman;Velika;Požeško-slavonska;;228;60810;34330;2587721.694;5033250.116
Kukunjevac;Lipik;Požeško-slavonska;;211;33308;34551;2546578.067;5033053.607
Pakrac;Pakrac;Požeško-slavonska;Grada;4694;46493;34550;2554493.5;5031949.5
Poljanska;Velika;Požeško-slavonska;;132;50377;34330;2584990.344;5033416.194
Bešinci;Kaptol;Požeško-slavonska;;107;2607;34334;2598604;5033056
Doljanovci;Kaptol;Požeško-slavonska;;252;11649;34334;2597765.5;5033281
Potoèani;Velika;Požeško-slavonska;;188;50962;34330;2589236.75;5033165.5
Podgorje;Kaptol;Požeško-slavonska;;302;49115;34335;2599368.75;5032896.5
Brezine;Lipik;Požeško-slavonska;;262;5452;34543;2543368.985;5034108.265
Radovanci;Velika;Požeško-slavonska;;510;53627;34330;2590195.25;5032879.5
Jakovci;Pakrac;Požeško-slavonska;;0;25291;34553;2569268.947;5033382.889
Tisovac;Pakrac;Požeško-slavonska;;0;64718;34553;2573793.25;5033199
Prgomelje;Pakrac;Požeško-slavonska;;0;51853;34553;2572319.81;5033061.799
Mijaèi;Brestovac;Požeško-slavonska;;4;40860;34320;2576325.74;5033141.861
Èešljakovci;Kaptol;Požeško-slavonska;;364;9482;34334;2593683.25;5032600
Golo Brdo;Kaptol;Požeško-slavonska;;346;18287;34334;2594278.25;5032514
Kamenski Šeovci;Brestovac;Požeško-slavonska;;0;27359;34320;2578322.5;5032804
Mitrovac;Kutjevo;Požeško-slavonska;;156;41459;34340;2606619.547;5031941.119
Klisa;Velika;Požeško-slavonska;;0;28932;34320;2581966.75;5032724
Kutjevo;Kutjevo;Požeško-slavonska;Opæine;2786;33855;34340;2608621.784;5031896.888
Biškupci;Velika;Požeško-slavonska;;360;3115;34330;2587165.742;5032261.985
Kamenska;Brestovac;Požeško-slavonska;;0;27324;34320;2577034.017;5032768.072
Komarovci;Kaptol;Požeško-slavonska;;240;29700;34334;2596776.696;5032002.157
Krièke;Pakrac;Požeško-slavonska;;46;32093;34553;2565974.25;5032879.5
Kaptol;Kaptol;Požeško-slavonska;Opæine;1566;27715;34334;2596090.763;5031688.805
Ozdakovci;Velika;Požeško-slavonska;;3;46353;34320;2583868.475;5032312.491
Draga;Velika;Požeško-slavonska;;266;14320;34330;2588395.062;5032303.463
Smoljanovci;Velika;Požeško-slavonska;;2;58688;34320;2583570.163;5032234.988
Venje;Kutjevo;Požeško-slavonska;;120;68764;34340;2605516.75;5031702.5
Nježiæ;Velika;Požeško-slavonska;;0;44482;34320;2581290.398;5032287.182
Prekopakra;Pakrac;Požeško-slavonska;;1112;51519;34550;2554023.75;5032362
Gornja Šumetlica;Pakrac;Požeško-slavonska;;91;19500;34550;2564387.765;5032195.159
Rogulje;Pakrac;Požeško-slavonska;;0;55506;34553;2568981.826;5032241.455
Brusnik;Pakrac;Požeško-slavonska;;34;6521;34550;2559437.306;5032416.074
Lukaè;Kutjevo;Požeško-slavonska;;200;36641;34335;2602912.374;5031256.429
Hrnjevac;Kutjevo;Požeško-slavonska;;191;23841;34335;2604391;5031069
Kraguj;Pakrac;Požeško-slavonska;;119;31402;34550;2557523.673;5031541.483
Cikote;Pakrac;Požeško-slavonska;;0;8265;34553;2570655.5;5031427
Klisa;Lipik;Požeško-slavonska;;55;28916;34550;2551497.5;5031738.5
Vetovo;Kutjevo;Požeško-slavonska;;1173;68845;34335;2601333.134;5029723.62
Markovac;Velika;Požeško-slavonska;;0;39446;34320;2581776.053;5031032.092
Trnovac;Velika;Požeško-slavonska;;381;65714;34330;2590468.872;5030383.387
Novi Bešinci;Kaptol;Požeško-slavonska;;102;43672;34334;2597934.03;5030659.837
Bjelajci;Pakrac;Požeško-slavonska;;0;3158;34553;2567669.775;5031024.945
Lipovac;Pakrac;Požeško-slavonska;;0;35459;34550;2560750.376;5031103.043
Cicvare;Pakrac;Požeško-slavonska;;0;8150;34553;2566138.369;5031098.971
Vraniæ;Brestovac;Požeško-slavonska;;0;70246;34320;2579290.75;5030669.5
Luèinci;Velika;Požeško-slavonska;;70;36404;34320;2583161.204;5029821.967
Dobrovac;Lipik;Požeško-slavonska;;432;11282;34551;2548968.966;5030597.263
Toranj;Velika;Požeško-slavonska;;181;65242;34330;2586015.899;5029117.697
Milivojevci;Velika;Požeško-slavonska;;3;41084;34320;2582354.827;5029859.2
Antunovac;Velika;Požeško-slavonska;;219;78;34330;2588615.263;5029615.95
Bujavica;Lipik;Požeško-slavonska;;0;6904;34543;2541212.959;5030741.92
Japaga;Lipik;Požeško-slavonska;;240;25615;34550;2554820.541;5029939.414
Gradište;Kutjevo;Požeško-slavonska;;249;22241;34343;2613377.484;5029006.083
Filipovac;Lipik;Požeško-slavonska;;409;16764;34551;2553045.481;5029748.254
Oljasi;Velika;Požeško-slavonska;;76;45004;34320;2584850.779;5029420.884
Podsreæe;Brestovac;Požeško-slavonska;;7;49654;34320;2580495.043;5029376.117
Orljavac;Brestovac;Požeško-slavonska;;203;45608;34320;2578238.515;5029213.028
Lipik;Lipik;Požeško-slavonska;Grada;2311;35335;34551;2552485.306;5029378.451
Jagma;Lipik;Požeško-slavonska;;25;25127;34551;2547814.714;5029732.046
Trenkovo;Velika;Požeško-slavonska;;818;65447;34330;2591870.25;5028321
Korita;Lipik;Požeško-slavonska;;2;30406;34551;2545589.75;5029061
Šeovica;Lipik;Požeško-slavonska;;363;63053;34550;2556520.75;5028665
Bektež;Kutjevo;Požeško-slavonska;;418;1961;34343;2611949.001;5028088.554
Crljenci;Brestovac;Požeško-slavonska;;0;8486;34320;2580659.75;5028756
Stara Ljeskovica;Èaglin;Požeško-slavonska;;16;59951;34350;2619549;5027868
Alilovci;Kaptol;Požeško-slavonska;;475;94;34334;2594790.485;5027964.259
Stojèinovac;Èaglin;Požeško-slavonska;;7;60615;34350;2623932.586;5027656.18
Ovèare;Kutjevo;Požeško-slavonska;;146;46329;34335;2601458.728;5027927.822
Jezero;Èaglin;Požeško-slavonska;;13;26387;34350;2621999.063;5027446.678
Kujnik;Brestovac;Požeško-slavonska;;19;33227;34320;2578817.128;5028100.842
Duboka;Èaglin;Požeško-slavonska;;71;15334;34350;2615766.422;5027068.433
Vukojevica;Èaglin;Požeško-slavonska;;71;71633;34350;2614716.75;5026907
Ramanovci;Kaptol;Požeško-slavonska;;244;54011;34334;2596605.75;5027310
Nova Ljeskovica;Èaglin;Požeško-slavonska;;670;43303;34350;2619179.357;5026296.807
Sloboština;Brestovac;Požeško-slavonska;;6;58378;34320;2580888.75;5027418
Perenci;Brestovac;Požeško-slavonska;;78;47392;34320;2583559.715;5027515.52
Jasik;Èaglin;Požeško-slavonska;;3;25895;34350;2616936;5026733.5
Milanovac;Velika;Požeško-slavonska;;57;41009;34320;2585321;5027260
Tominovac;Kutjevo;Požeško-slavonska;;203;65021;34340;2604444;5026772
Novi Mihaljevci;Požega;Požeško-slavonska;;328;43885;34000;2592451.75;5026913.5
Jurkovac;Èaglin;Požeško-slavonska;;32;26816;34350;2617705.687;5026296.823
Subocka;Lipik;Požeško-slavonska;;2;61328;34551;2549158.835;5027458.657
Ferovac;Kutjevo;Požeško-slavonska;;118;16705;34340;2606603.436;5026675.247
Mokreš;Èaglin;Požeško-slavonska;;22;41670;34350;2624307.5;5026197
Tekiæ;Jakšiæ;Požeško-slavonska;;240;64548;34308;2598535.833;5026579.429
Skenderovci;Lipik;Požeško-slavonska;;17;57835;34551;2556024.653;5027549.577
Kula;Kutjevo;Požeško-slavonska;;394;33324;34343;2609489.75;5026371
Požeški Brðani;Brestovac;Požeško-slavonska;;89;51233;34320;2583933.25;5026543.5
Pasikovci;Brestovac;Požeško-slavonska;;10;46833;34320;2579262.241;5026795.421
Bankovci;Požega;Požeško-slavonska;;117;906;34000;2589057.75;5026628
Bjeliševac;Kutjevo;Požeško-slavonska;;133;3182;34340;2605672.75;5026205
Treštanovci;Jakšiæ;Požeško-slavonska;;282;65471;34308;2597179.748;5025616.779
Mihaljevci;Požega;Požeško-slavonska;;787;40690;34000;2592517.633;5025659.257
Novi Zdenkovac;Èaglin;Požeško-slavonska;;9;43974;34350;2624845.25;5025420
Donji Èagliæ;Lipik;Požeško-slavonska;;245;13188;34551;2551880.182;5026094.5
Koprivna;Brestovac;Požeško-slavonska;;0;30139;34320;2577486.746;5026364.237
Turniæ;Požega;Požeško-slavonska;;93;66478;34000;2594845;5025895
Milanlug;Èaglin;Požeško-slavonska;;236;40983;34350;2616003.797;5024789.814
Poreè;Kutjevo;Požeško-slavonska;;157;50822;34343;2612031.907;5025059.098
Golobrdci;Požega;Požeško-slavonska;;385;18317;34000;2591495.753;5025448.293
Kunovci;Požega;Požeško-slavonska;;91;33499;34000;2588325.104;5025604.105
Rasna;Brestovac;Požeško-slavonska;;4;54143;34320;2578705.686;5025759.745
Stari Zdenkovac;Èaglin;Požeško-slavonska;;46;60291;34350;2625300.188;5024670.903
Èeèavac;Brestovac;Požeško-slavonska;;0;9245;34320;2575681.75;5025821.5
Bukovèani;Lipik;Požeško-slavonska;;33;7064;34551;2554935.383;5025927.505
Šumanovci;Kutjevo;Požeško-slavonska;;159;64238;34308;2603988.325;5025097.768
Šeovci;Požega;Požeško-slavonska;;107;63045;34000;2595369;5025251
Cerovac;Jakšiæ;Požeško-slavonska;;255;7986;34308;2603071.151;5024289.076
Darkovac;Èaglin;Požeško-slavonska;;14;10367;34350;2619119.335;5024598.806
Ugarci;Požega;Požeško-slavonska;;61;66664;34000;2586373.25;5025176
Štitnjak;Požega;Požeško-slavonska;;59;64106;34000;2590302.492;5025304.128
Livaðani;Lipik;Požeško-slavonska;;2;35769;34551;2547440.867;5025573.207
Sapna;Èaglin;Požeško-slavonska;;90;56502;34350;2620053.518;5024531.674
Šnjegaviæ;Brestovac;Požeško-slavonska;;0;63797;34320;2574263;5025316
Deževci;Brestovac;Požeško-slavonska;;168;10880;34320;2580066.942;5024994.973
Marindvor;Požega;Požeško-slavonska;;195;39314;34000;2589757.745;5024951.169
Sibokovac;Èaglin;Požeško-slavonska;;53;57495;34350;2622084.25;5024349
Žigerovci;Brestovac;Požeško-slavonska;;27;74241;34322;2582587.686;5024959.349
Rajsavac;Jakšiæ;Požeško-slavonska;;364;53856;34308;2601943.4;5024138.977
Nova Lipovica;Èaglin;Požeško-slavonska;;45;43290;34343;2612637.5;5024127.5
Grabarje;Kutjevo;Požeško-slavonska;;538;21610;34312;2606609.5;5023921
Bertelovci;Jakšiæ;Požeško-slavonska;;159;2569;34308;2598343.5;5024264.5
Vlatkovac;Èaglin;Požeško-slavonska;;122;69825;34350;2623495.75;5023482.5
Èaglin;Èaglin;Požeško-slavonska;Opæine;660;8966;34350;2616966;5023017
Jakšiæ;Jakšiæ;Požeško-slavonska;Opæine;1951;25330;34308;2599410.813;5023479.465
Gornji Èagliæ;Lipik;Požeško-slavonska;;25;20354;34551;2554953.75;5024592.5
Ciglenik;Kutjevo;Požeško-slavonska;;230;8222;34343;2610121.5;5023255
Jeminovac;Brestovac;Požeško-slavonska;;0;26239;34320;2576428.217;5024428.825
Novi Štitnjak;Požega;Požeško-slavonska;;109;43940;34000;2590791.75;5023842
Radnovac;Jakšiæ;Požeško-slavonska;;217;53414;34308;2600822.513;5023890.557
Pavlovci;Brestovac;Požeško-slavonska;;201;47066;34322;2581237.686;5024075.245
Kovaèevac;Lipik;Požeško-slavonska;;35;31097;34551;2551354.981;5024578.281
Alaginci;Požega;Požeško-slavonska;;217;43;34000;2594911.532;5023848.281
Granje;Jakšiæ;Požeško-slavonska;;108;22357;34308;2603345.322;5023578.273
Eminovci;Jakšiæ;Požeško-slavonska;;688;16390;34308;2596630.75;5023202
Borièevci;Brestovac;Požeško-slavonska;;137;4103;34322;2582085.285;5023440.136
Nova Lipa;Požega;Požeško-slavonska;;112;43281;34000;2587664;5023619
Èeèavaèki Vuèjak;Brestovac;Požeško-slavonska;;0;9253;34320;2577187.75;5023232.5
Svetinja;Jakšiæ;Požeško-slavonska;;68;62324;34308;2597974.719;5023306.662
Æosinac;Pleternica;Požeško-slavonska;;64;10081;34312;2605010.75;5022959.5
Latinovac;Èaglin;Požeško-slavonska;;84;34452;34350;2614411;5022592
