NAZIV_NAS;OPCINA;ZUPANIJA;SJEDISTE;BR_ST_01;ID_DZS;POST_BROJ;EASTING;NORTHING
Drenèec;Grad Zagreb;Grad Zagreb;;116;14818;10361;2477245.239;5076083.929
Bregana;Samobor;Zagrebaèka;;2534;5053;10432;2437310.5;5076602
Sesvete;Grad Zagreb;Grad Zagreb;;43112;57363;10360;2470210.271;5074972.703
Radulec;Dubrava;Zagrebaèka;;124;53716;10342;2501396;5075173.5
Samoborski Otok;Samobor;Zagrebaèka;;632;56448;10430;2440812.018;5075930.553
Stojdraga;Samobor;Zagrebaèka;;89;60623;10432;2428184.115;5076613.2
Poljanski Lug;Vrbovec;Zagrebaèka;;450;50385;10340;2494946.082;5074376.291
Zetkan;Dubrava;Zagrebaèka;;210;73270;10342;2503556.25;5074329
Kostanj;Dubrava;Zagrebaèka;;102;30732;10342;2507365.955;5074830.772
Podlužan;Dubrava;Zagrebaèka;;191;49409;10342;2505145.5;5074791.5
Klokoèevec Samoborski;Samobor;Zagrebaèka;;403;28991;10432;2438447.026;5075872.64
Cerje;Grad Zagreb;Grad Zagreb;;380;7811;10361;2476409.25;5075206
Podvrh;Samobor;Zagrebaèka;;514;49867;10432;2437210.25;5075961.5
Savršæak;Samobor;Zagrebaèka;;187;56626;10430;2442643.5;5075751.5
Medsave;Samobor;Zagrebaèka;;247;40231;10430;2443543.688;5075718.141
Zvekovac;Dubrava;Zagrebaèka;;214;73717;10342;2501009.5;5073968
Selce Žumberaèko;Samobor;Zagrebaèka;;7;56944;10432;2426429.75;5076099.5
Prikraj;Brckovljani;Zagrebaèka;;577;52116;10370;2485341.392;5074894.399
Gornje Dvorišæe;Brckovljani;Zagrebaèka;;344;19828;10370;2483857;5074825
Baðinec;Dubrava;Zagrebaèka;;173;647;10342;2505114.332;5073312.257
Bobovica;Samobor;Zagrebaèka;;274;3590;10430;2439361.75;5075538
Lug Samoborski;Samobor;Zagrebaèka;;799;36528;10432;2437783.456;5075316.065
Velika Jazbina;Samobor;Zagrebaèka;;224;67814;10432;2437389.75;5075506
Donje Dvorišæe;Brckovljani;Zagrebaèka;;137;12637;10370;2482977.5;5074593
Celine Samoborske;Samobor;Zagrebaèka;;276;7684;10430;2441791.784;5075320.554
Vrbovec Samoborski;Samobor;Zagrebaèka;;283;70696;10430;2443300.65;5074963.755
Kostanjevec Podvrški;Samobor;Zagrebaèka;;88;30783;10432;2430325.949;5075310.975
Mala Jazbina;Samobor;Zagrebaèka;;428;37842;10432;2437305.75;5075010
Prozorje;Dugo Selo;Zagrebaèka;;311;52604;10370;2480571.009;5074352.645
Kusanovec;Brckovljani;Zagrebaèka;;49;33723;10370;2488383.114;5074144.699
Dumovec;Grad Zagreb;Grad Zagreb;;693;15954;10361;2474016.318;5073133.071
Grdanjci;Samobor;Zagrebaèka;;332;22403;10432;2434241.28;5074963.977
Gradna;Samobor;Zagrebaèka;;432;22250;10430;2440613.723;5074572.377
Božjakovina;Brckovljani;Zagrebaèka;;213;4472;10370;2483846.495;5073763.236
Strmec;Sveta Nedjelja;Zagrebaèka;;2756;61026;10434;2445179.524;5073300.023
Javorek;Samobor;Zagrebaèka;;91;25968;10432;2431986.25;5074935
Gornja Greda;Brckovljani;Zagrebaèka;;580;19089;10370;2486241.75;5073471.5
Lukarišæe;Dugo Selo;Zagrebaèka;;849;36692;10370;2482884.25;5073578
Osunja;Samobor;Zagrebaèka;;20;45934;10456;2421462;5074723
Gornji Marinkovac;Dubrava;Zagrebaèka;;158;20842;10342;2500844.241;5072962.409
Graberec;Dubrava;Zagrebaèka;;228;21679;10342;2503787.736;5072839.803
Orešje;Sveta Nedjelja;Zagrebaèka;;919;45438;10434;2446225.499;5073812.851
Kozinšèak;Dugo Selo;Zagrebaèka;;1080;31275;10370;2481763.353;5073466.71
Poklek;Samobor;Zagrebaèka;;52;49948;10432;2425168.75;5074395.5
Kravljak;Samobor;Zagrebaèka;;17;31909;10432;2426709.527;5074172.625
Otruševec;Samobor;Zagrebaèka;;298;46264;10432;2435965.642;5074031.874
Dugo Selo;Dugo Selo;Zagrebaèka;Grada;8483;15849;10370;2480630.551;5072355.514
Andrilovec;Dugo Selo;Zagrebaèka;;288;167;10370;2484185.088;5072566.79
Kopèevec;Dugo Selo;Zagrebaèka;;622;30112;10370;2478163.812;5072297.026
Farkaševec Samoborski;Samobor;Zagrebaèka;;456;16594;10430;2441804.961;5073353.74
Svinjarec;Dubrava;Zagrebaèka;;63;62472;10342;2505545.651;5072169.118
Beder;Samobor;Zagrebaèka;;104;1813;10432;2431243.75;5073642.5
Domaslovec;Samobor;Zagrebaèka;;803;11690;10430;2442351.25;5073049
Pehardovac;Dubrava;Zagrebaèka;;15;47317;10342;2502395.25;5071954
Samobor;Samobor;Zagrebaèka;Grada;14943;56421;10430;2438998.056;5072327.135
Bestovje;Sveta Nedjelja;Zagrebaèka;;2148;2585;10434;2446715.135;5072838.668
Novo Selo Žumberaèko;Samobor;Zagrebaèka;;34;44334;10456;2423093.503;5073470.452
Vrhovèak;Samobor;Zagrebaèka;;277;71013;10430;2437570.5;5073121
Vratnik Samoborski;Samobor;Zagrebaèka;;100;70483;10430;2434369.261;5073139.198
Cerovica;Samobor;Zagrebaèka;;6;8028;10456;2421174.5;5073419
Hrastina Samoborska;Samobor;Zagrebaèka;;746;23574;10430;2441625.052;5073146.779
Donji Marinkovac;Dubrava;Zagrebaèka;;101;13650;10342;2500596.75;5071806.5
Lupoglav;Brckovljani;Zagrebaèka;;987;36986;10370;2488208.874;5071256.01
Dubrava Samoborska;Samobor;Zagrebaèka;;188;15539;10430;2436503.613;5072942.575
Ivanja Reka;Grad Zagreb;Grad Zagreb;;1635;24929;10360;2470666.25;5071783.5
Sjeèevac;Samobor;Zagrebaèka;;15;57754;10456;2423759.977;5072489.447
Draganje Selo;Samobor;Zagrebaèka;;83;14443;10430;2434876.718;5072165.07
Osredek Žumberaèki;Samobor;Zagrebaèka;;17;45845;10456;2421795;5072470
Sveta Nedelja;Sveta Nedjelja;Zagrebaèka;Opæine;1225;61905;10431;2443959.046;5071752.647
Višnjevec Podvrški;Samobor;Zagrebaèka;;40;69566;10432;2431161.25;5072089.5
Puhovo;Dugo Selo;Zagrebaèka;;454;52809;10370;2481042;5070849.5
Novaki;Sveta Nedjelja;Zagrebaèka;;1684;43591;10431;2446199.484;5071715.825
Velika Ostrna;Dugo Selo;Zagrebaèka;;1019;67938;10370;2483465.133;5070445.357
Rakitje;Sveta Nedjelja;Zagrebaèka;;2058;53872;10431;2447528.841;5071050.686
Sop;Rugvica;Zagrebaèka;;439;58963;10361;2472929.5;5070712
Hrušæica;Rugvica;Zagrebaèka;;163;23914;10360;2471988.5;5070787
Tisovac Žumberaèki;Samobor;Zagrebaèka;;8;64734;10456;2424426.105;5071835.496
Donja Obreška;Kloštar Ivaniæ;Zagrebaèka;;134;12084;10312;2496844.25;5070192
Mostari;Dubrava;Zagrebaèka;;213;41947;10342;2500478.25;5070069
Brezje;Sveta Nedjelja;Zagrebaèka;;1049;5533;10431;2444837.735;5071189.206
Slani Dol;Samobor;Zagrebaèka;;226;58033;10430;2433360.237;5071389.329
Gornja Obreška;Kloštar Ivaniæ;Zagrebaèka;;106;19259;10312;2497910;5069840
Svetonedeljski Breg;Sveta Nedjelja;Zagrebaèka;;153;42889;10431;2443038.25;5070928.5
Noršiæ Selo;Samobor;Zagrebaèka;;170;43133;10432;2428146.75;5071234.5
Budinjak;Samobor;Zagrebaèka;;15;6807;10456;2421940;5071136
Greguriæ Breg;Samobor;Zagrebaèka;;116;22560;10430;2434864.5;5070375
Mala Ostrna;Dugo Selo;Zagrebaèka;;310;37974;10370;2483408.732;5069871.958
Mala Rakovica;Samobor;Zagrebaèka;;636;38067;10430;2439912.539;5070757.661
Smerovišæe;Samobor;Zagrebaèka;;134;58491;10430;2433933.07;5070786.939
Velika Rakovica;Samobor;Zagrebaèka;;427;68012;10430;2439857.525;5070122.89
Sasi;Velika Gorica;Zagrebaèka;;171;56553;10410;2469975.5;5069964
Otok Svibovski;Rugvica;Zagrebaèka;;232;46183;10361;2473924.5;5069730.5
Dane;Samobor;Zagrebaèka;;22;10260;10456;2423247.25;5070689
Srebrnjak;Sveta Nedjelja;Zagrebaèka;;110;59277;10431;2443338;5069802.5
Svibje;Rugvica;Zagrebaèka;;425;62383;10361;2474466;5069581
Šimraki;Samobor;Zagrebaèka;;9;63312;10456;2425167.25;5070552
Leprovica;Dugo Selo;Zagrebaèka;;255;34827;10370;2483202.75;5069056
Drenje Šæitarjevsko;Velika Gorica;Zagrebaèka;;205;14958;10410;2470930;5069426
Trstenik Nartski;Rugvica;Zagrebaèka;;509;66001;10361;2475286.5;5069304.5
Jagnjiæ Dol;Sveta Nedjelja;Zagrebaèka;;411;25143;10431;2444448;5069761
Novaki Šæitarjevski;Velika Gorica;Zagrebaèka;;170;43605;10410;2469436;5069335
Kladje;Samobor;Zagrebaèka;;703;28576;10430;2440712.25;5069878.5
Kerestinec;Sveta Nedjelja;Zagrebaèka;;1196;28312;10431;2446627.75;5068873.5
Ježdovec;Grad Zagreb;Grad Zagreb;;1107;26425;10250;2449528.205;5069440.377
Slapnica;Samobor;Zagrebaèka;;24;58076;10430;2431644.544;5069825.794
Mrzlo Polje Žumberaèko;Žumberak;Zagrebaèka;;48;42315;10456;2422629.748;5069960.888
Cerje Samoborsko;Samobor;Zagrebaèka;;391;7889;10430;2437729.056;5069491.46
Glušinja;Žumberak;Zagrebaèka;;25;18040;10456;2421376.907;5069848.793
Obrezina;Velika Gorica;Zagrebaèka;;548;44601;10410;2469987.25;5068652
Stara Marèa;Kloštar Ivaniæ;Zagrebaèka;;148;59960;10312;2498996.805;5068172.978
Šæitarjevo;Velika Gorica;Zagrebaèka;;405;62855;10410;2470722.929;5068575.022
Rude;Samobor;Zagrebaèka;;1139;55832;10430;2436198.75;5068577
Èemernica Lonjska;Kloštar Ivaniæ;Zagrebaèka;;269;9334;10312;2493767;5068214.5
Èista Mlaka;Rugvica;Zagrebaèka;;470;9601;10361;2475358.25;5068559
Krišci;Kloštar Ivaniæ;Zagrebaèka;;210;32352;10312;2494980.432;5067979.527
Jarušje;Samobor;Zagrebaèka;;102;25755;10432;2428832.5;5069294.5
Otok Nartski;Rugvica;Zagrebaèka;;209;46167;10370;2474245.75;5068469
Javor;Žumberak;Zagrebaèka;;20;25950;10456;2420896;5069422.5
Gornja Vas;Samobor;Zagrebaèka;;42;19585;10456;2420187.661;5069294.229
Slavagora;Samobor;Zagrebaèka;;83;58173;10430;2439144.5;5068981.5
Veliki Lipovec;Samobor;Zagrebaèka;;92;68314;10430;2433101.25;5069016.5
Žitarka;Sveta Nedjelja;Zagrebaèka;;239;74306;10436;2446349.747;5068109.467
Èrnec Dugoselski;Rugvica;Zagrebaèka;;184;9814;10370;2482220.007;5067581.306
Šipaèki Breg;Samobor;Zagrebaèka;;45;63380;10430;2431241.25;5068879.5
Struga Nartska;Rugvica;Zagrebaèka;;445;61131;10361;2476459.745;5067906.458
Luèko;Grad Zagreb;Grad Zagreb;;2581;36412;10250;2452503;5067671.5
Jalševec Nartski;Rugvica;Zagrebaèka;;528;25429;10370;2477276.059;5067662.633
Molvice;Samobor;Zagrebaèka;;568;41785;10430;2442664.25;5068640.5
Griè;Žumberak;Zagrebaèka;;23;22667;10456;2418136.75;5069030
Bešlinec;Kloštar Ivaniæ;Zagrebaèka;;381;2615;10312;2496389.145;5067520.824
Stupnièki Obrež;Stupnik;Zagrebaèka;;246;61298;10255;2448629.759;5068456.482
Èrnec Rugvièki;Rugvica;Zagrebaèka;;77;9822;10370;2481614.75;5067745
Preèec;Brckovljani;Zagrebaèka;;225;51373;10370;2488968.34;5067549.3
Golubiæi;Samobor;Zagrebaèka;;17;18384;10456;2425562.25;5068860
Višæi Vrh;Žumberak;Zagrebaèka;;27;69477;10456;2421428.75;5068696
Mala Gorica;Sveta Nedjelja;Zagrebaèka;;527;37796;10431;2444531.5;5068182.5
Petrièko Selo;Žumberak;Zagrebaèka;;27;47775;10456;2419241.719;5068710.398
Žumberak;Žumberak;Zagrebaèka;Opæine;8;74586;10455;2416008.5;5068804
Velika Kosnica;Velika Gorica;Zagrebaèka;;714;67857;10410;2467749.417;5067767.715
Obedišæe Ježevsko;Rugvica;Zagrebaèka;;128;44547;10370;2484400.25;5067109
Konšæica;Samobor;Zagrebaèka;;282;30007;10435;2440186.25;5068238.5
Dragošièka;Rugvica;Zagrebaèka;;400;14532;10370;2478694;5067466.5
Donja Greda;Rugvica;Zagrebaèka;;119;11967;10370;2483232.5;5067281.5
Braslovje;Samobor;Zagrebaèka;;360;4618;10430;2434975;5068171
Trnje;Velika Gorica;Zagrebaèka;;47;65854;10410;2472709.608;5067480.735
Dragonoš;Samobor;Zagrebaèka;;27;14486;10430;2429919.5;5068307.5
Novaki Nartski;Rugvica;Zagrebaèka;;71;43524;10361;2475154.389;5067230.761
Tomaševci;Žumberak;Zagrebaèka;;16;64904;10456;2417282.826;5068270.313
Predavec;Kloštar Ivaniæ;Zagrebaèka;;238;51403;10312;2494702.5;5066542
Mala Kosnica;Velika Gorica;Zagrebaèka;;58;37893;10416;2468220.458;5067105.477
Nart Savski;Rugvica;Zagrebaèka;;211;42749;10370;2477060.743;5066933.591
Brezovac Žumberaèki;Samobor;Zagrebaèka;;29;5703;10453;2426441.624;5067903.944
Stari Grad Žumberaèki;Žumberak;Zagrebaèka;;3;60178;10457;2415780.254;5068050.436
Lekneno;Velika Gorica;Zagrebaèka;;350;34703;10410;2472060.154;5066978.763
Gornji Stupnik;Stupnik;Zagrebaèka;Opæine;1729;21113;10255;2449025.205;5066967.813
Kalje;Žumberak;Zagrebaèka;;38;27189;10456;2420491.75;5067834.5
Strmec Bukevski;Velika Gorica;Zagrebaèka;;390;60984;10410;2474264.411;5065724.839
Manja Vas;Samobor;Zagrebaèka;;78;38997;10430;2436185;5067469.5
Kalinovica;Sveta Nedjelja;Zagrebaèka;;360;27138;10436;2445509.295;5067252.623
Klake;Samobor;Zagrebaèka;;280;28614;10435;2439350.455;5067316.083
Petina;Velika Gorica;Zagrebaèka;;216;47686;10410;2468545;5066738
Sopote;Žumberak;Zagrebaèka;;7;59048;10457;2414497.6;5067807.399
Mièevec;Velika Gorica;Zagrebaèka;;1234;40606;10410;2465632.337;5066689.958
Lipovec Lonjski;Kloštar Ivaniæ;Zagrebaèka;;337;35548;10312;2492193.984;5066058.63
Hartje;Žumberak;Zagrebaèka;;43;23299;10456;2418973.872;5067582.582
Mali Lipovec;Samobor;Zagrebaèka;;102;38458;10430;2432110.345;5067162.804
Èrnkovec;Velika Gorica;Zagrebaèka;;326;9881;10410;2470029.227;5066529.601
Šæapovec;Kloštar Ivaniæ;Zagrebaèka;;179;62839;10312;2493053.853;5066105.041
Kloštar Ivaniæ;Kloštar Ivaniæ;Zagrebaèka;Opæine;3494;29041;10312;2493870.049;5064919.629
Selnica Šæitarjevska;Velika Gorica;Zagrebaèka;;496;57126;10410;2469370.714;5066315.677
Falašæak;Samobor;Zagrebaèka;;147;16551;10435;2441510.65;5066936.501
Sveti Martin pod Okiæem;Samobor;Zagrebaèka;;258;62189;10435;2441022.25;5066431
Buzin;Grad Zagreb;Grad Zagreb;;141;7471;10010;2460714.368;5066482.522
Tedrovec;Brckovljani;Zagrebaèka;;113;64530;10370;2489695;5065687
Gornji Èehi;Grad Zagreb;Grad Zagreb;;332;20362;10020;2458243;5065778
Sošice;Žumberak;Zagrebaèka;;97;59056;10457;2413370.631;5067001.558
Rugvica;Rugvica;Zagrebaèka;Opæine;746;55913;10370;2479283.5;5065408.5
Hrvatski Leskovac;Grad Zagreb;Grad Zagreb;;2488;24031;10251;2452886.153;5065704.474
Grabarak;Jastrebarsko;Zagrebaèka;;0;21601;10453;2429250.25;5066810
Kotari;Samobor;Zagrebaèka;;85;30996;10430;2436187;5066610
Sop Bukevski;Velika Gorica;Zagrebaèka;;96;58971;10411;2478272;5065364
Bapèa;Velika Gorica;Zagrebaèka;;150;1112;10410;2469367.325;5065634.791
Soboèani;Kloštar Ivaniæ;Zagrebaèka;;403;58785;10312;2496503.002;5064507.913
Botinec;Grad Zagreb;Grad Zagreb;;21;4413;10020;2456252.788;5065624.16
Dolec Podokiæki;Samobor;Zagrebaèka;;80;11436;10435;2440666.5;5066252
Rakov Potok;Samobor;Zagrebaèka;;1048;53945;10436;2445756;5065264.5
Zablatje Posavsko;Velika Gorica;Zagrebaèka;;48;71862;10410;2476070.846;5065550.381
Tihoèaj;Jastrebarsko;Zagrebaèka;;4;64645;10453;2426205.5;5066318
Bukovje Podvrško;Samobor;Zagrebaèka;;46;7196;10430;2435335.25;5066101
Ježevo;Rugvica;Zagrebaèka;;449;26468;10370;2484754.211;5064659.196
Donji Stupnik;Stupnik;Zagrebaèka;;1185;13951;10255;2450557.762;5065317.712
Poljanica Okiæka;Klinèa Sela;Zagrebaèka;;13;50369;10450;2437305.5;5065995
Galgovo;Samobor;Zagrebaèka;;681;17388;10435;2441961.75;5065882
Podgraðe Podokiæko;Samobor;Zagrebaèka;;176;49271;10435;2440011;5065870.5
Velika Mlaka;Velika Gorica;Zagrebaèka;;3102;67903;10408;2463748.178;5064911.808
Donji Èehi;Grad Zagreb;Grad Zagreb;;255;13196;10020;2458287.817;5065280.094
Peæno;Krašiæ;Zagrebaèka;;23;47287;10456;2423849.584;5065935.122
Grgetiæi;Žumberak;Zagrebaèka;;0;22624;10456;2418581.75;5066109
Prekrižje Plešivièko;Samobor;Zagrebaèka;;24;51535;10430;2434428;5065750.5
Èuèiæi;Krašiæ;Zagrebaèka;;2;9911;10456;2422441.75;5066014
Gornja Purgarija;Klinèa Sela;Zagrebaèka;;85;19372;10450;2439821.916;5065495.722
Tarno;Ivaniæ-Grad;Zagrebaèka;;65;64513;10310;2489967.25;5064397
Drašæi Vrh;Žumberak;Zagrebaèka;;26;14702;10455;2420774.5;5065697
Novo Selo Okiæko;Klinèa Sela;Zagrebaèka;;120;44288;10450;2438682.134;5065377.789
Stanièiæi Žumberaèki;Krašiæ;Zagrebaèka;;13;59692;10456;2422911.75;5065687
Veliko Polje;Grad Zagreb;Grad Zagreb;;1073;68560;10010;2462806;5064827.5
Odra;Grad Zagreb;Grad Zagreb;;1471;44733;10254;2460854.379;5064184.055
Reštovo Žumberaèko;Žumberak;Zagrebaèka;;17;54976;10457;2413820.5;5065683.523
Cernik;Žumberak;Zagrebaèka;;11;7951;10457;2415325.25;5065546.5
Kobiliæ;Velika Gorica;Zagrebaèka;;521;29378;10410;2469394.25;5064371.5
Mala Mlaka;Grad Zagreb;Grad Zagreb;;659;37940;10020;2459517.581;5064304.397
Caginec;Ivaniæ-Grad;Zagrebaèka;;604;7544;10313;2496337.355;5062142.746
Goli Breg;Grad Zagreb;Grad Zagreb;;359;18180;10251;2453580.949;5064464.546
Velika Gorica;Velika Gorica;Zagrebaèka;Grada;32813;67750;10410;2467323.75;5062398.5
Gonjeva;Klinèa Sela;Zagrebaèka;;52;18473;10450;2438166.767;5064810.101
Jezernice;Žumberak;Zagrebaèka;;0;26379;10457;2411733.25;5065459
Brezovica;Grad Zagreb;Grad Zagreb;;630;5738;10251;2454527.407;5063948.918
Novaki Oborovski;Rugvica;Zagrebaèka;;264;43532;10372;2478258.388;5063429.32
Demerje;Grad Zagreb;Grad Zagreb;;632;10669;10251;2452527.371;5064315.445
Obed;Orle;Zagrebaèka;;59;44512;10411;2476777.294;5064145.509
Stupe;Žumberak;Zagrebaèka;;42;61271;10455;2416716.341;5064896.536
Hrašæe Turopoljsko;Grad Zagreb;Grad Zagreb;;1155;23698;10020;2461841.014;5064241.531
Željezno Žumberaèko;Žumberak;Zagrebaèka;;40;74128;10455;2420015.234;5064931.891
Beter;Klinèa Sela;Zagrebaèka;;217;2623;10450;2439318.076;5064712.285
Lanišæe;Jastrebarsko;Zagrebaèka;;0;34274;10453;2428511.25;5064865.5
Kupèina Žumberaèka;Žumberak;Zagrebaèka;;64;33553;10455;2417123.846;5064850.412
Šumeæani;Ivaniæ-Grad;Zagrebaèka;;467;64262;10313;2501117.75;5063064
Lazina Èièka;Velika Gorica;Zagrebaèka;;430;34584;10415;2472196.25;5063451.5
Jurjevèani;Jastrebarsko;Zagrebaèka;;108;26786;10450;2434801;5064406
Desprim;Grad Zagreb;Grad Zagreb;;315;10855;10251;2453740.5;5063756.5
Ivaniæ-Grad;Ivaniæ-Grad;Zagrebaèka;Grada;7686;24791;10310;2492287.75;5061526.5
Lepšiæ;Ivaniæ-Grad;Zagrebaèka;;54;34835;10310;2489601.5;5063449
Graèac Slavetiæki;Jastrebarsko;Zagrebaèka;;12;21989;10454;2424197.761;5064557.357
Orešje Okiæko;Jastrebarsko;Zagrebaèka;;14;45454;10450;2436675.5;5064306
Donja Purgarija;Klinèa Sela;Zagrebaèka;;124;12203;10450;2440157.992;5064431.012
Vlaškovec;Jastrebarsko;Zagrebaèka;;119;69817;10450;2436004.772;5064208.503
Bukevje;Orle;Zagrebaèka;;421;6963;10411;2478131.078;5062610.826
Repišæe;Klinèa Sela;Zagrebaèka;;356;54844;10450;2438555.25;5063914.5
Prilipje;Jastrebarsko;Zagrebaèka;;257;52167;10450;2433415.285;5063927.405
Zadvorsko;Grad Zagreb;Grad Zagreb;;1125;72010;10251;2454391.25;5063104.5
Kordiæi Žumberaèki;Žumberak;Zagrebaèka;;10;30309;10457;2413750.842;5064268.854
Špigelski Breg;Jastrebarsko;Zagrebaèka;;0;63916;10453;2428990.5;5064058.5
Opatinec;Ivaniæ-Grad;Zagrebaèka;;305;45128;10310;2490520;5062454
Èret Posavski;Orle;Zagrebaèka;;89;9784;10411;2475996.007;5063210.25
Vranov Dol;Jastrebarsko;Zagrebaèka;;144;70335;10450;2432477;5063788.5
Ivanèiæi;Jastrebarsko;Zagrebaèka;;201;24660;10453;2430358;5063829.5
Plavci;Žumberak;Zagrebaèka;;16;48372;10457;2414899.129;5064202.264
Drežnik Brezovièki;Grad Zagreb;Grad Zagreb;;434;14982;10251;2453370.75;5063443
Trebovec;Ivaniæ-Grad;Zagrebaèka;;374;65382;10311;2486283.583;5062590.717
Kupeæ Dol;Jastrebarsko;Zagrebaèka;;109;33561;10453;2431846.5;5063839.5
Odranski Obrež;Grad Zagreb;Grad Zagreb;;1393;44750;10020;2456769.777;5062833.958
Prodin Dol;Jastrebarsko;Zagrebaèka;;105;52469;10453;2431042.75;5063843
Drežnik Podokiæki;Samobor;Zagrebaèka;;238;15016;10435;2441495.75;5063619
Vukovo Brdo;Žumberak;Zagrebaèka;;14;71749;10455;2419876.75;5063860
Prkos Ivaniæki;Ivaniæ-Grad;Zagrebaèka;;300;52353;10313;2495706.902;5062137.617
Plešivica;Jastrebarsko;Zagrebaèka;;304;48500;10450;2434387.488;5064079.65
Horvati;Grad Zagreb;Grad Zagreb;;1461;23507;10436;2447056.5;5062915.5
Stankovo;Jastrebarsko;Zagrebaèka;;358;59820;10450;2438133;5062787.5
Paljugi;Jastrebarsko;Zagrebaèka;;18;46671;10453;2427548.48;5063659.434
Žamarija;Žumberak;Zagrebaèka;;37;73946;10455;2418819.66;5063723.379
Draga Svetojanska;Jastrebarsko;Zagrebaèka;;202;14362;10453;2429587.512;5063542.625
Graberje Ivaniæko;Ivaniæ-Grad;Zagrebaèka;;616;21695;10313;2498350.631;5061771.504
Ribnica;Velika Gorica;Zagrebaèka;;674;55069;10415;2473190.25;5062369.5
Visoæe;Žumberak;Zagrebaèka;;30;69400;10457;2414782.754;5063366.291
Donja Lomnica;Velika Gorica;Zagrebaèka;;1633;12050;10412;2462951.601;5062263.708
Jalševec Breški;Ivaniæ-Grad;Zagrebaèka;;663;25402;10310;2491122.25;5061625.5
Veliki Vrh;Žumberak;Zagrebaèka;;21;68489;10455;2421092;5063449.5
Gornja Lomnica;Velika Gorica;Zagrebaèka;;534;19186;10412;2461565.75;5062586
Gornji Oštrc;Žumberak;Zagrebaèka;;68;20966;10455;2416063.75;5063199.5
Tupèina;Žumberak;Zagrebaèka;;59;66290;10455;2417266;5062433.5
Zelina Breška;Ivaniæ-Grad;Zagrebaèka;;136;73229;10311;2487579.854;5061865.016
Preseka Oborovska;Rugvica;Zagrebaèka;;158;51683;10372;2479568.699;5061845.984
Tržiæ;Klinèa Sela;Zagrebaèka;;134;66117;10450;2440450.5;5062676
Gorica Svetojanska;Jastrebarsko;Zagrebaèka;;133;18686;10453;2429765;5062896
Vranjak Žumberaèki;Krašiæ;Zagrebaèka;;5;70386;10454;2422269.25;5063122.5
Strmec;Grad Zagreb;Grad Zagreb;;615;60950;10020;2454965.25;5061815.5
Greda Breška;Ivaniæ-Grad;Zagrebaèka;;165;22497;10311;2488250.869;5061388.216
Pavuènjak;Samobor;Zagrebaèka;;588;47147;10450;2443039.75;5062378
Hudi Bitek;Grad Zagreb;Grad Zagreb;;316;24104;10251;2453414.911;5062042.962
Prhoæ;Jastrebarsko;Zagrebaèka;;245;51900;10450;2437204.25;5062019.5
Gradiæi;Velika Gorica;Zagrebaèka;;1665;22128;10412;2464661.575;5061714.339
Bukovac Svetojanski;Jastrebarsko;Zagrebaèka;;89;7048;10453;2428834.5;5062613
Markušiæi;Žumberak;Zagrebaèka;;10;39578;10455;2420743.5;5062708
Novo Èièe;Velika Gorica;Zagrebaèka;;1113;44067;10415;2470721.5;5061319
Lukavec;Velika Gorica;Zagrebaèka;;1098;36714;10412;2460450.025;5061039.977
Derežani;Ivaniæ-Grad;Zagrebaèka;;241;10693;10313;2497255.739;5061084.814
Jagodno;Velika Gorica;Zagrebaèka;;444;25151;10415;2472415.25;5061463
Šemovec Breški;Ivaniæ-Grad;Zagrebaèka;;82;63002;10311;2489102;5060897.5
Lokošin Dol;Jastrebarsko;Zagrebaèka;;87;35815;10450;2434998.5;5062138.5
Petkov Breg;Samobor;Zagrebaèka;;252;47694;10450;2442499.5;5061989
Kozlikovo;Klinèa Sela;Zagrebaèka;;119;31330;10450;2439576.022;5061776.066
Redovje;Jastrebarsko;Zagrebaèka;;33;54755;10453;2430250;5062185
Gornja Reka;Jastrebarsko;Zagrebaèka;;318;19429;10450;2433328.856;5061806.343
Granèari;Grad Zagreb;Grad Zagreb;;196;22306;10251;2453195.809;5061288.213
Hrašæa;Jastrebarsko;Zagrebaèka;;118;23680;10450;2427410.14;5061557.531
Deanovec;Ivaniæ-Grad;Zagrebaèka;;567;10430;10313;2498010.403;5060157.844
Rude Pribiæke;Krašiæ;Zagrebaèka;;40;55859;10454;2423313.328;5062035.146
Goljak;Jastrebarsko;Zagrebaèka;;85;18414;10450;2426493.253;5061945.61
Radinovo Brdo;Žumberak;Zagrebaèka;;16;53376;10455;2415110;5062212
Bunjani;Križ;Zagrebaèka;;658;7285;10314;2501134.371;5059439.458
Toplice;Jastrebarsko;Zagrebaèka;;88;65099;10453;2428117.75;5061871
Vlašiæ Brdo;Žumberak;Zagrebaèka;;2;69795;10455;2421902.75;5061944.5
Drnek;Orle;Zagrebaèka;;334;15105;10411;2478699;5060270
Donji Šarampov;Ivaniæ-Grad;Zagrebaèka;;653;13986;10310;2493020.413;5060302.596
